id,active,academic_year/id,class_id/id,create_uid/id,create_date,evaluation_type,division_id/id,divisional,write_uid/id,write_date,name,obj_mark,optional_for/id,paper,pass_mark,prac_mark,selection_type,display,subject_id/id,subject_type,subj_mark,description,total_mark,tut_mark,compulsory_for/id,tut_pass,subj_pass,obj_pass,prac_pass,selective_for/id
__export__.education_syllabus_218_ce9b43f4,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:08:04,General,,False,base.user_root,2019-03-13 18:08:04,Economics-1stClass XII-2019,25,,1st,33,25,Elective,Economics-1st,__export__.education_subject_8_21befee1,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_219_5a0bab4f,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:08:35,General,,False,base.user_root,2019-03-13 18:08:44,Economics-2ndClass XII-2019,25,,2nd,33,25,Elective,Economics-2nd,__export__.education_subject_8_21befee1,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_220_8c663652,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:08:54,General,,False,base.user_root,2019-03-13 18:11:23,Accounting-1stClass XII-2019,0,,1st,33,0,Elective,Accounting-1st,__export__.education_subject_22_2a0ef91b,Theory,100,,100,0,,0,33,0,0,
__export__.education_syllabus_221_a67174c4,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:10:03,General,,False,base.user_root,2019-03-13 18:11:00,Accounting-2ndClass XII-2019,0,,2nd,33,0,Elective,Accounting-2nd,__export__.education_subject_22_2a0ef91b,Theory,100,,100,0,,0,33,0,0,
__export__.education_syllabus_222_2cc8086b,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:12:19,General,,False,base.user_root,2019-03-13 18:13:00,Business Org & Mng.-1stClass XII-2019,0,,1st,33,0,Elective,Business Org & Mng.-1st,__export__.education_subject_34_7f5e4c0f,Theory,100,,100,0,,0,33,0,0,
__export__.education_syllabus_223_94d2f902,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:13:06,General,,False,base.user_root,2019-03-13 18:13:12,Business Org & Mng.-2ndClass XII-2019,0,,2nd,33,0,Elective,Business Org & Mng.-2nd,__export__.education_subject_34_7f5e4c0f,Theory,100,,100,0,,0,33,0,0,
__export__.education_syllabus_224_b317b66c,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:13:17,General,,False,base.user_root,2019-03-13 18:18:50,Finance & Banking Ins.-1stClass XII-2019,30,,1st,33,0,Elective,FBI.-1st,__export__.education_subject_23_86d82331,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_225_c6ae432d,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:18:56,General,,False,base.user_root,2019-03-13 18:19:23,Finance & Banking Ins.-2ndClass XII-2019,30,,2nd,33,0,Elective,FBI.-2nd,__export__.education_subject_23_86d82331,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_228_cdb8a3d7,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:25:10,General,,False,base.user_root,2019-03-13 18:25:45,Production Mng & Mrkt-2ndClass XII-2019,30,,2nd,33,0,Elective,PMM-2nd,__export__.education_subject_36_e6d0249a,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_229_406b438d,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:26:14,General,,False,base.user_root,2019-03-13 18:29:05,Home Science-2ndClass XII-2019,25,,2nd,33,25,Elective,H. Science-2nd,__export__.education_subject_12_9f58f13a,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_230_59fccc47,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:29:27,General,,False,base.user_root,2019-03-13 18:29:45,Home Science-1stClass XII-2019,25,,1st,33,25,Elective,Home Science-1st,__export__.education_subject_12_9f58f13a,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_231_ab32bbd9,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:34:26,General,,False,base.user_root,2019-03-13 18:34:41,Production Mng & Mrkt-1stClass XII-2019,30,,1st,33,0,Elective,PMM-1st,__export__.education_subject_36_e6d0249a,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_232_e4d699c3,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:35:26,General,,False,base.user_root,2019-03-13 18:36:21,S. Welfare-1stClass XII-2019,30,,1st,33,0,Elective,S. Welfare-1st,__export__.education_subject_37_1960fece,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_233_89807f79,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:36:32,General,,False,base.user_root,2019-03-13 18:36:47,S. Welfare-2ndClass XII-2019,30,,2nd,33,0,Elective,S. Welfare-2nd,__export__.education_subject_37_1960fece,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_234_7fc171c0,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:36:57,General,,False,base.user_root,2019-03-13 18:38:22,Civics & Good Governance-1stClass XII-2019,30,,1st,33,0,Elective,Civics-1st,__export__.education_subject_34_d5763a61,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_235_d67b30b2,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:38:33,General,,False,base.user_root,2019-03-13 18:38:57,Civics & Good Governance-2ndClass XII-2019,30,,2nd,33,0,Elective,Civics-2nd,__export__.education_subject_34_d5763a61,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_236_33686a84,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:39:13,General,,False,base.user_root,2019-03-13 18:40:34,Islamic History-1stClass XII-2019,30,,1st,33,0,Elective,I. History-1st,__export__.education_subject_35_a83ba02f,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_237_f6071fb2,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_13_b15b48c7,base.user_root,2019-03-13 18:40:38,General,,False,base.user_root,2019-03-13 18:41:02,Islamic History-2ndClass XII-2019,30,,2nd,33,0,Elective,I. History-2nd,__export__.education_subject_35_a83ba02f,Theory,70,,100,0,,0,23,10,0,
